,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
5092,42,management,married,tertiary,0,27747.22483,0,0,cellular,206.4791866,2,89,5,success,1,0,0,0,1,0,0,1245.051807,1061.056806,,10654.45844,-700.6998584,23.04474508,,,,
5113,56,management,married,unknown,0,4698.82576,0,0,cellular,340.6169261,1,192,1,success,1,0,0,0,1,0,0,,1381.02146,,-1730.89885,2919.041511,,,,,
5140,50,management,married,tertiary,0,6027.47102,0,0,cellular,481.1267375,1,544,2,failure,1,0,0,,1,0,,821.6662326,224.1464428,,7969.69063,2844.692388,7.422231502,,,,
5232,52,management,single,tertiary,0,172.7689636,0,0,cellular,1259.841291,6,-1,0,unknown,1,,0,0,1,0,0,2097.506184,1996.549131,,-607.3467704,2138.594409,21.04443612,,,,
5279,62,management,divorced,tertiary,0,5960.521392,0,0,telephone,246.5956304,4,-1,0,unknown,1,0,0,0,1,0,,1760.829168,1572.615409,,7263.78022,2453.865154,39.48554391,,,,
5552,37,management,married,tertiary,0,3042.60924,0,0,cellular,120.8391263,3,-1,0,unknown,0,0,0,0,,0,0,,1772.386002,,,1704.690255,28.68931753,,,,
5607,54,management,married,tertiary,0,2855.035138,0,0,cellular,144.9141587,3,-1,0,unknown,0,,0,0,1,0,0,1767.361076,1419.545268,,10369.96127,791.1246337,4.671877736,,,,
5738,35,management,single,tertiary,0,,0,0,cellular,310.7152886,5,-1,0,unknown,0,0,0,0,1,0,0,,963.1807449,,12133.57875,,,,,,
5933,40,management,married,unknown,0,438.7180632,0,0,cellular,228.8500349,3,327,2,failure,0,0,0,0,1,0,0,,1216.754921,,18171.1537,1395.162845,11.70065379,,,,
6012,52,management,unknown,secondary,0,238.9046612,0,0,cellular,142.2632266,2,-1,0,unknown,0,0,0,0,1,0,0,2627.644861,2765.504085,,17018.27352,1664.968024,18.58564356,,,,
6027,34,management,unknown,tertiary,0,83.30120511,0,0,cellular,479.5246943,2,-1,0,unknown,0,0,0,0,1,0,0,2710.632763,2799.864317,,6865.621987,3182.827116,,,,,
6077,42,management,single,tertiary,0,628.4660434,0,0,cellular,146.3933174,2,-1,0,unknown,0,0,0,0,1,0,0,,,,18707.40589,2639.172497,2.000368239,,,,
6294,38,management,single,unknown,0,,0,0,cellular,269.2623427,1,-1,0,unknown,0,0,0,0,1,0,0,,,,946.1204938,2231.189473,30.29794178,,,,
6498,37,management,unknown,tertiary,0,2199.683385,0,0,cellular,188.1383503,3,114,1,failure,0,0,0,0,1,0,0,1797.982574,1632.61902,,24261.27715,2174.736255,-8.569070215,,,,
6649,31,management,married,tertiary,0,106.9388996,0,0,cellular,138.8197933,2,-1,0,unknown,0,0,0,0,1,0,0,1168.485389,755.7109069,,6957.456666,497.6913806,,,,,
6789,30,management,unknown,unknown,0,2904.097702,0,0,cellular,149.448812,4,-1,0,unknown,0,0,0,0,1,0,0,438.2026221,-339.8137107,,10600.84006,3162.73929,21.26642295,,,,
6936,42,management,married,tertiary,0,50.17431951,0,0,cellular,363.4252695,2,-1,0,unknown,0,0,0,0,1,0,0,1098.448321,626.5833786,,12323.96986,,-2.040319526,,,,
7207,32,management,single,tertiary,0,1775.922219,0,0,unknown,265.1796173,2,-1,0,unknown,0,0,0,0,1,0,0,808.0414436,136.0079838,,15773.57297,3462.889211,52.39875553,,,,
7532,31,management,unknown,tertiary,0,,0,0,cellular,181.9552052,2,-1,0,unknown,0,0,0,0,1,0,0,2126.356822,2120.300337,,273.9812801,2411.713566,29.2186434,,,,
7540,51,management,married,unknown,0,,0,0,telephone,131.1715062,3,-1,0,unknown,0,0,0,0,1,0,0,,1879.664571,,11747.4016,1076.855132,1.998429425,,,,
7566,37,management,married,tertiary,0,81.23844327,0,0,cellular,139.0644442,2,84,1,success,0,0,0,0,1,0,0,1782.554978,1663.154589,,12557.04577,482.9287455,4.225784219,,,,
7738,36,management,married,unknown,0,2611.003156,0,0,cellular,313.0639947,1,-1,0,unknown,0,0,0,0,1,0,0,1691.832323,,,3329.771003,1176.508215,20.4725019,,,,
7798,33,management,single,tertiary,0,1957.14979,0,0,cellular,204.2007912,2,-1,0,unknown,0,0,,0,1,0,0,3223.807384,3595.321291,,7793.487233,1418.295714,-4.211821312,,,,
7874,30,management,married,tertiary,0,357.413065,0,0,cellular,395.0219101,2,175,2,success,0,0,0,0,1,0,0,2181.564674,2007.186085,,,1955.926686,14.33473286,,,,
7946,30,management,unknown,unknown,0,,0,0,cellular,431.3224693,1,-1,0,unknown,0,0,0,0,1,0,0,1319.248548,,,8311.883227,2160.802757,30.82050616,,,,
8132,47,management,married,unknown,0,4599.872404,0,0,telephone,965.8569502,4,-1,0,unknown,0,0,0,0,1,0,0,725.2909813,159.958662,,10628.19801,840.3822741,39.77180839,,,,
8204,31,management,single,tertiary,0,55.86969191,0,0,cellular,425.3539092,2,-1,0,unknown,0,0,0,0,,0,0,2182.651761,,,4343.219857,,6.897369453,,,,
8361,36,management,married,tertiary,0,,0,0,cellular,187.3860307,1,-1,0,unknown,0,0,0,0,1,0,0,672.654096,89.78546672,,,2034.938999,3.890332804,,,,
8404,44,management,married,tertiary,0,3740.850468,0,0,cellular,346.8287292,1,-1,0,unknown,0,0,0,0,1,0,0,2115.983664,2058.371916,,29679.66204,1146.187038,11.12665955,,,,
8519,55,management,married,unknown,0,,0,0,unknown,134.5924538,1,-1,0,unknown,0,0,0,0,1,0,0,1993.495613,,,7902.947197,1003.574553,20.02960506,,,,
8535,35,management,married,tertiary,0,417.626672,0,0,cellular,239.6453171,2,-1,0,unknown,0,0,0,0,1,0,0,2047.702371,,,,2414.146755,29.45921888,,,,
8627,34,management,married,tertiary,0,96.57178202,0,0,cellular,202.4284737,4,-1,0,unknown,0,0,0,0,1,0,0,2222.915934,,,12474.01955,1228.832351,14.98096886,,,,
8780,50,management,unknown,tertiary,0,,0,0,cellular,214.144934,1,205,1,failure,0,0,0,0,1,0,0,1873.873796,,,,1023.513604,38.12217374,,,,
8900,38,management,unknown,tertiary,0,715.1539193,0,0,cellular,87.16803541,3,-1,0,unknown,0,0,0,0,1,0,0,1046.219045,,,14830.86805,1232.309169,12.2600333,,,,
8924,42,management,divorced,secondary,0,,0,0,cellular,214.3862377,1,-1,0,unknown,0,0,0,,1,0,0,3980.935705,4546.333001,,19019.21207,1486.288486,13.46185381,,,,
8930,24,management,single,secondary,0,,0,0,unknown,1111.102987,2,-1,0,unknown,0,0,0,0,1,0,0,3105.942238,3317.832724,,14999.96291,881.5194977,21.40190104,,,,
8936,30,management,single,tertiary,0,172.4843266,0,0,cellular,481.965115,1,-1,0,unknown,0,0,0,0,1,0,0,391.5898752,-359.8659313,,3825.096334,-1011.404582,19.48459845,,,,
9271,55,management,divorced,tertiary,0,715.9473616,0,0,cellular,53.05052758,6,-1,0,unknown,0,0,0,0,1,0,0,580.5715729,-184.7093263,,6160.167829,1014.044071,29.36554441,,,,
9302,50,management,married,tertiary,0,471.1394358,0,0,telephone,1603.351618,5,-1,0,unknown,0,0,0,0,1,0,0,3752.611845,4183.665922,,,,52.61750051,,,,
9384,35,management,married,unknown,0,618.3473849,0,0,cellular,257.2092152,12,-1,0,unknown,0,0,,0,1,0,0,1893.82008,1809.329405,,5779.582979,437.4150867,43.0241528,,,,
9392,45,management,unknown,unknown,0,22851.78257,0,0,cellular,696.8890656,8,-1,0,unknown,0,0,0,0,1,0,0,2798.524297,2925.480487,,4258.548185,257.9029756,39.95844382,,,,
9420,40,management,single,tertiary,0,22.8385192,0,0,cellular,206.3522068,6,-1,0,unknown,0,0,0,0,1,0,0,1607.021698,,,8562.909808,-299.2344727,35.77167037,,,,
9725,48,management,divorced,unknown,0,204.5129187,0,0,cellular,196.6065079,2,-1,0,unknown,0,0,0,0,1,0,0,812.5167887,,,-6401.640831,2921.921574,22.54939354,,,,
9770,39,management,married,primary,0,1908.89542,0,0,unknown,203.2828217,2,-1,0,unknown,0,0,0,0,,0,0,,1754.102181,,6568.962914,,,,,,
9841,36,management,single,tertiary,0,,0,0,unknown,425.2757076,4,-1,0,unknown,0,0,0,0,1,0,0,1726.082454,,,9586.810837,49.09894809,,,,,
10102,58,management,married,unknown,0,3317.776168,0,0,cellular,79.58923062,2,-1,0,unknown,0,0,0,0,1,0,0,,856.8545873,,3737.255193,2518.967904,12.61767991,,,,
10245,53,management,unknown,unknown,0,2659.135403,0,0,cellular,329.9242041,4,107,2,failure,0,0,0,0,1,0,0,1626.09121,1467.989151,,17602.47635,2144.617754,11.29286154,,,,
10288,30,management,married,tertiary,0,,0,0,cellular,199.9051724,2,-1,0,unknown,0,0,0,0,1,0,0,2224.426623,,,2916.681331,2621.709086,32.96152229,,,,
10331,51,management,married,unknown,0,405.3310307,0,0,cellular,73.08512713,2,-1,0,unknown,0,0,0,0,1,0,0,1314.132469,,,11209.7638,285.2248844,-12.17600636,,,,
10478,33,management,single,unknown,0,,0,0,cellular,132.7519188,6,179,4,failure,0,0,0,0,1,0,0,2051.998753,1947.507957,,1574.513451,3294.998341,8.104818178,,,,
10494,57,management,married,secondary,0,152.6971009,0,0,cellular,188.1214842,2,-1,0,unknown,0,0,0,0,1,0,0,897.9323897,266.6121562,,7185.611113,146.8563594,-2.327875417,,,,
10559,26,management,single,tertiary,0,1769.129657,0,0,cellular,391.1864782,1,-1,0,unknown,0,0,0,0,1,0,0,2071.218495,1916.894477,,17730.17123,575.4960764,9.605162054,,,,
10821,49,management,married,unknown,0,1643.846325,0,0,cellular,98.27350743,5,-1,0,unknown,0,0,0,0,1,0,0,1518.806329,1304.74753,,2765.55469,1526.680641,56.9855329,,,,
10991,33,management,married,unknown,0,191.2519233,0,0,unknown,747.9670015,1,-1,0,unknown,0,0,0,0,1,0,0,,1223.926501,,-429.2543828,1883.969335,5.836367689,,,,
11029,40,management,divorced,tertiary,0,215.620378,0,0,cellular,393.9844291,1,-1,0,unknown,0,0,0,0,1,0,0,2104.111819,2126.874242,,3999.840393,868.7651206,22.2653599,,,,
11063,38,management,married,tertiary,0,619.1381894,0,0,cellular,64.85478758,2,-1,0,unknown,0,0,0,0,1,0,,992.1272534,496.0832029,,18082.58861,1788.235316,42.30221056,,,,
11082,37,management,unknown,tertiary,0,,0,0,unknown,327.0143469,1,-1,0,unknown,0,0,0,0,1,0,0,2050.261817,1989.337695,,,-868.9938693,10.24064126,,,,
11088,27,management,unknown,tertiary,0,445.9172331,0,0,cellular,206.394632,1,82,1,success,0,0,0,0,1,0,0,2932.45765,3260.423904,,5566.338979,2042.913109,12.91096013,,,,
11121,30,management,unknown,unknown,0,81.54125476,0,0,cellular,149.3253772,3,-1,0,unknown,0,0,0,0,1,,0,62.56883786,-767.4675621,,-621.479455,20.73116054,,,,,
1527,38,management,married,tertiary,0,200.3047781,1,0,cellular,520.4066741,1,260,2,other,1,0,0,1,0,0,0,6614.465727,6365.396949,9867.953561,,,,,,,
4840,30,management,single,tertiary,0,383.7813923,1,0,cellular,716.2138668,1,-1,0,unknown,1,0,,1,,0,0,3706.359159,3531.70898,10140.90218,,,,,,,
5147,38,management,single,unknown,0,188.0302304,1,0,cellular,615.9918831,3,-1,0,unknown,1,0,0,1,0,0,0,262.4488247,,17954.59618,,,,,,,
6567,35,management,unknown,tertiary,0,-258.3190375,1,0,cellular,214.6529016,2,272,6,failure,0,0,0,1,0,0,0,1945.873231,,12015.53181,,,,,,,
8432,41,management,divorced,tertiary,0,623.1308208,1,0,unknown,291.5068475,1,-1,0,unknown,0,0,0,1,0,0,0,3520.801463,3393.855902,8420.672597,,,,,,,
8769,36,management,married,tertiary,0,3878.679253,1,0,cellular,171.6057104,4,-1,0,unknown,0,0,0,1,0,0,0,1141.512099,1056.999602,3760.920048,,,,,,,
930,48,management,married,tertiary,0,32.95507898,0,0,telephone,293.4580641,1,-1,0,unknown,1,0,0,1,0,0,0,2656.103402,2982.790778,8358.495154,,,,,,,
2417,57,management,married,tertiary,0,1721.794085,0,0,cellular,682.8678556,1,-1,0,unknown,1,0,0,1,0,,0,216.0740122,-663.0137369,10609.59304,,,,,,,
2509,32,management,single,tertiary,0,,0,0,cellular,442.9987749,1,-1,0,unknown,1,0,0,1,0,,0,2348.254783,2318.861405,6331.039667,,,,,,,
3322,34,management,married,tertiary,0,144.8472598,0,0,cellular,239.4541308,3,181,6,success,1,0,0,1,0,0,0,,2082.695989,,,,,,,,
4038,31,management,married,tertiary,0,4376.36432,0,0,cellular,221.2972139,4,165,14,success,1,0,0,1,0,0,0,1293.406813,906.5916261,11157.3092,,,,,,,
4874,60,management,married,tertiary,0,2350.309272,0,0,cellular,244.5302018,2,-1,0,unknown,1,0,0,1,0,0,0,,1037.716481,4736.592308,,,,,,,
5148,49,management,married,tertiary,0,4818.765932,0,0,cellular,909.4088704,4,-1,0,unknown,1,0,0,1,0,0,0,1086.636812,611.3826086,9753.452544,,,,,,,
5256,67,management,unknown,tertiary,0,429.3120555,0,0,cellular,351.891824,2,95,2,success,1,0,,1,0,0,,1197.902944,740.7351007,4404.876755,,,,,,,
5505,32,management,single,tertiary,0,18.32371948,0,0,cellular,390.9945426,2,-1,0,unknown,0,0,0,1,0,0,0,,,5744.9363,,,,,,,
7337,37,management,married,tertiary,0,,0,0,unknown,455.9056145,1,-1,0,unknown,0,0,,1,0,0,0,2134.4997,2080.74829,16970.28234,,,,,,,
7364,34,management,married,tertiary,0,305.383923,0,0,cellular,808.7538838,1,188,8,other,0,0,0,1,0,0,0,363.7540675,-324.8256218,11759.49972,,,,,,,
7881,43,management,married,unknown,0,323.7622817,0,0,cellular,111.43705,2,339,2,failure,0,0,0,1,0,0,0,2166.808881,2342.731384,7181.288676,,,,,,,
10986,33,management,married,tertiary,0,-82.30796035,0,0,cellular,334.9974625,1,-1,0,unknown,0,0,0,1,0,0,0,2835.378471,3012.285133,9391.799733,,,,,,,
12,29,management,unknown,unknown,0,279.524705,1,1,unknown,1725.133281,4,-1,0,unknown,1,0,0,0,0,0,0,2232.20482,2359.766624,,,,,,,,
2749,48,management,married,tertiary,0,1113.050951,1,1,cellular,1224.621121,2,-1,0,unknown,1,0,0,0,0,0,0,3394.187456,2999.464612,,,,,,,,
2876,48,management,married,secondary,0,9.435644026,1,1,cellular,1247.51582,1,351,2,failure,1,0,0,0,0,0,0,,4043.754374,,,,,,,,
4931,37,management,single,tertiary,0,140.765374,1,1,cellular,921.1790462,5,150,7,failure,1,0,0,,0,0,0,5206.507538,4040.119507,,,,,,,,
5872,32,management,single,tertiary,0,,1,1,cellular,108.8085154,2,-1,0,unknown,0,,0,0,0,0,0,6082.289405,,,,,,,,,
141,34,management,married,tertiary,0,2345.664525,1,0,unknown,929.0910922,4,-1,0,unknown,1,0,0,0,0,0,0,3511.673098,3359.964677,,,,,,,,
596,48,management,unknown,secondary,0,347.6205728,1,0,cellular,511.6305712,7,-1,0,unknown,1,0,0,0,0,0,0,3592.347401,3241.625955,,,,,,,,
1795,37,management,unknown,tertiary,0,,1,0,cellular,858.9150506,1,-1,0,unknown,1,0,0,0,0,0,0,2561.897561,2381.838841,,,,,,,,
2044,51,management,single,tertiary,0,,1,0,cellular,424.3633078,4,375,1,failure,1,0,0,0,0,0,0,4189.125245,3892.967942,,,,,,,,
2061,32,management,single,unknown,0,7352.216467,1,0,cellular,384.3284342,1,-1,0,unknown,1,0,0,0,0,0,0,1910.178512,1758.427702,,,,,,,,
2198,29,management,single,tertiary,0,,1,0,cellular,736.1375594,1,-1,0,unknown,1,0,0,,0,0,0,3537.59378,3420.147739,,,,,,,,
3393,30,management,married,tertiary,0,154.0340688,1,0,cellular,506.5072403,7,426,3,other,1,,0,0,0,0,0,1353.333956,1177.78785,,,,,,,,
3503,46,management,married,unknown,0,320.0236794,1,0,cellular,610.7584369,6,53,6,success,1,,0,0,0,0,0,1955.063228,1651.760554,,,,,,,,
4221,32,management,single,tertiary,0,,1,0,cellular,401.9711929,3,-1,0,unknown,1,0,0,0,0,0,0,3865.317651,3786.583246,,,,,,,,
4453,31,management,married,unknown,0,3221.840463,1,0,cellular,721.8733858,2,-1,0,unknown,1,0,0,0,0,0,0,2274.012771,1983.880668,,,,,,,,
4922,39,management,married,secondary,0,11853.74631,1,0,cellular,785.0101515,2,-1,0,unknown,1,0,0,0,0,,0,,4888.762116,,,,,,,,
5346,55,management,unknown,tertiary,0,205.2813873,1,0,cellular,100.6349472,6,-1,0,unknown,0,0,,0,0,0,0,4964.212325,4811.815287,,,,,,,,
5729,36,management,unknown,tertiary,0,859.8245788,1,0,cellular,144.1067568,2,259,1,failure,0,0,0,0,0,0,0,6797.366455,6670.137982,,,,,,,,
7972,30,management,married,tertiary,0,320.5472655,1,0,unknown,54.42041299,4,-1,0,unknown,0,0,0,0,0,0,0,,1736.084488,,,,,,,,
8521,45,management,married,tertiary,0,19.31778207,1,0,cellular,501.3032867,2,342,1,failure,0,0,,0,0,0,0,927.8386681,,,,,,,,,
8523,35,management,married,tertiary,0,307.4925214,1,0,cellular,158.8799162,1,-1,0,unknown,0,0,0,0,0,0,,3664.446345,3460.330676,,,,,,,,
8674,38,management,divorced,tertiary,0,,1,0,unknown,183.115607,4,-1,0,unknown,0,0,0,0,0,0,0,4079.861514,3921.956615,,,,,,,,
8701,58,management,married,tertiary,0,2235.220762,1,0,cellular,234.6505186,1,-1,0,unknown,0,0,0,0,0,0,0,4183.365233,3970.503486,,,,,,,,
11133,37,management,married,tertiary,0,1631.446304,1,0,cellular,152.8234883,1,260,5,failure,0,0,0,0,0,0,,1720.154673,1504.631388,,,,,,,,
384,31,management,single,unknown,0,373.7728522,0,1,cellular,543.3338954,4,-1,0,unknown,1,0,0,0,0,0,0,2810.06683,2333.2068,,,,,,,,
392,45,management,divorced,tertiary,0,920.4443472,0,1,cellular,785.9273478,1,-1,0,unknown,1,,0,0,0,0,0,3179.552049,2970.146382,,,,,,,,
5511,48,management,divorced,secondary,0,805.5790902,0,1,cellular,71.32129708,2,184,15,other,0,0,0,0,0,0,0,2787.774607,2535.751243,,,,,,,,
693,40,management,single,tertiary,0,96.30647625,0,0,cellular,674.2880052,6,-1,0,unknown,1,0,0,0,0,0,0,,656.3689671,,,,,,,,
796,32,management,single,tertiary,0,88.99480326,0,0,cellular,1180.367474,2,-1,0,unknown,1,0,0,0,0,0,0,2775.976056,,,,,,,,,
1242,33,management,single,tertiary,0,3648.374745,0,0,cellular,203.2522303,2,85,3,failure,1,0,0,,0,0,0,1799.735555,1641.256241,,,,,,,,
1350,30,management,single,tertiary,0,,0,0,cellular,1252.95814,2,-1,0,unknown,1,0,0,0,0,0,0,,101.4963624,,,,,,,,
1409,42,management,single,tertiary,0,11978.1526,0,0,cellular,169.9740874,1,-1,0,unknown,1,,0,0,0,0,0,,863.9834768,,,,,,,,
2255,29,management,single,tertiary,0,715.2024799,0,0,cellular,254.608175,1,-1,0,unknown,1,0,0,0,0,0,0,798.5968012,236.040088,,,,,,,,
2415,28,management,married,tertiary,0,1307.847118,0,0,cellular,876.6955736,1,-1,0,unknown,1,0,0,0,0,,,581.5701719,-4.647633854,,,,,,,,
2432,47,management,unknown,tertiary,0,,0,0,cellular,279.1282842,1,97,4,success,1,0,0,0,0,0,0,1842.376487,,,,,,,,,
2787,28,management,single,tertiary,0,150.0300357,0,0,cellular,708.2446748,2,146,2,failure,1,0,0,0,0,0,0,1815.548452,1696.601686,,,,,,,,
2965,38,management,unknown,unknown,0,,0,0,cellular,382.2275306,2,183,1,success,1,0,0,0,0,0,0,1501.510647,1255.305458,,,,,,,,
3112,48,management,married,tertiary,0,139.8316389,0,0,cellular,429.3723345,4,-1,0,unknown,1,0,0,0,0,0,,,780.2133274,,,,,,,,
3223,46,management,married,tertiary,0,414.3070403,0,0,cellular,327.7922897,2,616,1,failure,1,0,0,0,0,0,,2751.044428,2946.725226,,,,,,,,
3280,30,management,single,tertiary,0,,0,0,cellular,472.2768686,1,191,3,success,1,0,,0,0,0,0,2127.659032,2002.403594,,,,,,,,
3401,26,management,single,unknown,0,1688.323107,0,0,cellular,560.975696,4,206,5,success,1,0,0,0,0,0,0,,2863.821015,,,,,,,,
3997,55,management,married,secondary,0,2707.558459,0,0,cellular,186.1559811,1,184,7,success,1,0,0,0,0,0,0,2350.249169,2384.235217,,,,,,,,
4055,27,management,single,tertiary,0,125.7898264,0,0,cellular,786.3224672,3,-1,0,unknown,1,0,0,0,0,0,0,1651.083095,1413.202885,,,,,,,,
4190,34,management,single,tertiary,0,772.7271129,0,0,cellular,665.7114469,2,-1,0,unknown,1,0,,0,0,0,0,-248.2897851,-1246.20163,,,,,,,,
4308,31,management,married,tertiary,0,837.7497641,0,0,cellular,773.5852428,14,-1,0,unknown,1,0,0,0,0,0,0,2961.021105,,,,,,,,,
4325,52,management,married,tertiary,0,,0,0,cellular,1309.030225,3,-1,0,unknown,1,0,0,0,0,0,0,2327.360257,,,,,,,,,
4331,31,management,unknown,secondary,0,105.8995156,0,0,cellular,719.9367718,1,-1,0,unknown,1,0,0,0,0,0,0,1327.063813,976.7842536,,,,,,,,
4345,35,management,married,tertiary,0,1756.602009,0,0,cellular,357.3091221,4,-1,0,unknown,1,0,0,0,0,0,0,1055.029173,599.3056423,,,,,,,,
4483,31,management,single,tertiary,0,597.7236361,0,0,cellular,167.1572447,1,91,9,success,1,0,0,0,0,0,0,2304.438189,2279.027867,,,,,,,,
4884,36,management,married,tertiary,0,586.9315103,0,0,cellular,100.4079688,1,37,5,success,1,0,,0,0,,0,2620.456098,2858.790692,,,,,,,,
5032,37,management,married,tertiary,0,1296.709609,0,0,cellular,172.704845,1,94,2,success,1,0,0,0,,0,0,,-888.5395747,,,,,,,,
5908,48,management,unknown,unknown,0,,0,0,cellular,300.6662683,2,-1,0,unknown,0,0,0,0,0,0,0,1636.498233,1424.752307,,,,,,,,
5984,46,management,married,secondary,0,67.14445612,0,0,cellular,67.54393282,6,-1,0,unknown,0,0,0,0,0,0,,1161.601761,796.396391,,,,,,,,
6071,31,management,married,unknown,0,24.39744254,0,0,cellular,107.3025179,2,-1,0,unknown,0,0,0,0,,0,0,,-784.9590158,,,,,,,,
6191,31,management,married,tertiary,0,645.9060752,0,0,cellular,186.9335127,2,-1,0,unknown,0,0,0,0,0,0,0,1558.094912,1217.799017,,,,,,,,
6200,32,management,unknown,tertiary,0,143.1025491,0,0,cellular,97.83246862,2,-1,0,unknown,0,0,0,0,0,0,0,,419.3716169,,,,,,,,
6377,40,management,single,tertiary,0,90.57725287,0,0,cellular,92.25896838,7,-1,0,unknown,0,0,0,0,0,0,0,1734.851483,1493.669066,,,,,,,,
6622,41,management,divorced,secondary,0,25.13354171,0,0,cellular,458.7664679,2,-1,0,unknown,0,0,0,0,0,,0,1237.747633,809.566282,,,,,,,,
6858,36,management,single,tertiary,0,311.8606715,0,0,cellular,46.13311113,6,196,6,failure,0,0,0,0,0,0,0,1002.81801,640.0477658,,,,,,,,
7086,51,management,unknown,secondary,0,,0,0,cellular,119.4741267,18,-1,0,unknown,0,0,0,0,0,0,0,,-1516.988349,,,,,,,,
8023,31,management,married,unknown,0,144.2440311,0,0,cellular,330.3580556,1,-1,0,unknown,0,0,0,0,0,0,0,,909.8917712,,,,,,,,
8269,50,management,married,secondary,0,,0,0,telephone,810.8856915,1,-1,0,unknown,0,0,,0,0,0,0,840.1800868,348.8702858,,,,,,,,
8524,30,management,divorced,unknown,0,96.47923204,0,0,cellular,417.9475806,3,-1,0,unknown,0,0,0,0,0,0,,1294.74844,943.5958979,,,,,,,,
9505,30,management,single,unknown,0,190.6732208,0,0,cellular,121.0014636,2,-1,0,unknown,0,0,0,0,0,0,0,1361.265707,1044.025211,,,,,,,,
10430,47,management,single,tertiary,0,38.0938531,0,0,cellular,169.5737598,2,-1,0,unknown,0,0,0,0,0,0,0,1075.238799,,,,,,,,,
10693,59,management,divorced,tertiary,0,79.86212906,0,0,telephone,217.3991952,3,-1,0,unknown,0,0,0,0,0,0,0,,-130.77326,,,,,,,,
670,59,retired,married,primary,0,3424.643831,1,0,cellular,529.80419,3,-1,0,unknown,1,1,,1,1,1,1,5243.985024,5109.161179,12948.38128,14058.72401,-52.00652355,16.46156812,27017.43206,28715.31024,1309.588717,
5396,55,retired,unknown,tertiary,0,,1,0,cellular,535.0498849,1,103,1,failure,0,1,1,0,1,1,1,3120.045775,,9123.726825,13542.53581,,17.37160151,38887.09202,71857.84191,,20.12332754
8025,40,retired,single,secondary,0,1799.61729,1,0,unknown,157.0112675,4,-1,0,unknown,0,1,0,0,1,1,1,1346.474857,,9624.350806,10424.40863,1051.224735,19.50072027,31083.77849,66509.84766,4041.152674,3.06435664
9042,59,retired,divorced,unknown,0,257.6964968,1,0,unknown,591.460828,3,-1,0,unknown,0,1,1,0,1,1,1,4389.11757,4252.642292,7173.949634,6327.911914,,-6.849899965,28167.68977,55108.31153,2379.766453,26.46458888
11144,60,retired,unknown,secondary,0,46.68658921,1,0,unknown,234.0333276,1,-1,0,unknown,0,1,0,0,1,1,1,3442.537051,3300.396285,2166.50759,9782.159595,1388.235194,-3.587109167,26548.28905,44255.44793,2779.105947,13.56515646
324,55,retired,divorced,secondary,0,1611.479138,0,1,unknown,1017.444434,1,-1,0,unknown,1,1,0,1,1,1,1,2437.428834,,6070.688182,7802.348669,2740.824527,1.893687423,40189.51717,114736.5861,1765.275873,10.81869655
8305,48,retired,married,tertiary,0,78.72016855,0,1,cellular,125.4766753,5,-1,0,unknown,0,1,0,0,1,1,1,,291.7985219,6470.89692,13300.2946,1948.802132,10.74854119,36429.88109,105274.5888,4648.011237,43.91545449
279,52,retired,married,unknown,0,333.2050151,0,0,unknown,727.4295574,1,-1,0,unknown,1,1,0,0,1,1,1,1399.873428,1056.569868,15347.2599,19430.21353,245.1174435,44.74000771,24668.79764,54304.95543,2347.001004,34.23655772
456,60,retired,married,secondary,0,,0,0,cellular,1021.355157,1,-1,0,unknown,1,1,0,0,1,1,1,-581.930727,-1765.035195,12228.67638,8942.457698,1874.707002,,8634.994872,56626.99199,,
789,55,retired,married,primary,0,3347.407668,0,0,cellular,655.7314267,4,-1,0,unknown,1,1,0,1,1,1,1,,,9281.780922,16583.5382,201.9571868,5.500257196,38533.56136,20894.62811,560.511206,33.32098765
1567,73,retired,married,primary,0,,0,0,cellular,360.9466424,1,-1,0,unknown,1,,0,0,1,1,1,970.705883,,18121.47711,16441.20717,-513.3116482,28.36672652,44983.52473,117432.8564,1668.490964,22.60497866
1789,59,retired,divorced,secondary,0,550.7048421,0,0,cellular,706.4031744,6,90,1,success,1,1,0,1,1,1,1,363.2485719,-340.4673756,3826.65432,11327.1786,1513.40598,30.34699336,22839.27507,67741.98054,2113.656139,23.31464225
2345,71,retired,married,tertiary,0,2897.828192,0,0,cellular,156.7758812,1,-1,0,unknown,1,1,0,0,1,1,1,397.7834634,-403.2355053,11152.58556,11913.56286,1512.012031,1.900173451,41581.79516,103214.0551,388.5461549,10.88604435
2519,56,retired,married,primary,0,9333.20745,0,0,cellular,375.0613867,2,101,2,success,1,1,0,0,1,1,1,395.7359897,-303.2986193,16575.96381,10788.31983,1479.552438,28.60061001,17988.19441,35436.11747,-2586.17,-2.830377344
2536,60,retired,married,unknown,0,227.6623185,0,0,cellular,418.810126,3,106,1,failure,1,1,0,0,1,1,1,1483.333839,1151.794795,12364.42267,,,18.71144692,19120.15295,94503.08598,910.8212362,
